price,retail_price,units_sold,uses_ad_boosts,rating,rating_count,merchant_rating,merchant_rating_count,countries_shipped_to,badges_count,badge_fast_shipping,shipping_option_price,title_orig,merchant_name,if_score,mh_score,if_flag,mh_flag
13.0,15,100,0,3.49,55,4.428571428571429,3276,33,1,1,3,Fashion Women Jumpsuits Slit Bohemia Maxi Long Dress Womens Printed Dress Rose Boho Beach Shorts,huanjun411,-0.1452495235310199,5.095652040478292,False,False
5.65,7,1000,0,4.24,319,4.04772518683624,7627,40,0,0,2,2019 Printed Short-sleeved Women's Fashion Cat Shirt Printed T-shirt Casual T-shirt Casual Shirt Cotton Short-sleeved Plus Size Summer Vest,wushein,-0.18767433990099602,2.2426309795431836,False,False
4.86,5,1000,1,3.79,200,4.189139268562985,2707,20,0,0,1,Plus Size Fashion Clothes Summer Dresses Women's Casual Sleeveless Halter Party Dress Ladies Deep V-neck Floral Printed Beach Wear Maxi Dress,hcczhiqiang,-0.20964611136485173,2.1774113902785097,False,False
6.0,8,1000,1,3.82,523,4.170602858918583,3218,54,0,0,2,2019 New Fashion Women Summer Funny Penguin print T-Shirts Casual Short Sleeve O-Neck Tops Loose Cotton Cute Cool Tee Plus Size S-5XL 4 Colors,shopmeleeinc,-0.17893174901979486,2.5070690841879095,False,False
6.0,9,1000,0,4.01,471,4.092215568862276,2505,35,0,0,2,Women Casual Off Shoulder Lace Collar Blouse Summer Loose Solid Color T Shirt,wxshop,-0.19097827748092688,1.884121660051108,False,False
8.0,9,1000,0,4.22,621,4.192800854815013,14974,39,0,0,2,2019 Summer Womens Fashion Bow Tie Plaid Romper Dress Jumpsuit Shorts Suspended Checked Clothing Beach Dress,wpzshop,-0.1410678257493011,5.193976460429322,False,False
11.0,50,5000,0,3.45,869,3.967520145210528,36361,43,0,0,2,Plus Size S-5XL Solid Color Lace Up Short Pants Women's Fashion Casual High Waist Yoga Shorts Women Summer Loose Sport Shorts Trousers,snowgirl,-0.2061034180249433,1.8376412127031405,False,False
9.0,17,10000,0,3.93,2253,4.343235348952831,16091,59,0,0,3,Sexy Women Bikini Set Bandage Push Up Padded Swimwear Swimsuit Bathing Summer Beachwear,qtcjcc03,-0.17106329353506722,2.125343457161856,False,False
8.0,84,1000,0,3.74,536,4.267890818858561,30225,63,0,0,3,2019 Women Clubwear V Neck Playsuit Bodycon Party Jumpsuit&Romper Short,886806blw,-0.1832056384957731,3.281922886765846,False,False
14.0,37,1000,0,3.85,422,3.933581376640354,139223,41,0,0,4,New Summer Women 's Fashion Bikini Set Solid Color Two Pieces Swimsuit High waist Sexy Backless Bathing Suit Beach Wear,leiston,-0.2117909895521341,1.2035154960048153,False,False
8.0,26,100,0,5.0,13,3.659420289855072,138,33,0,0,2,Summer New Europe and The United States Sexy Round Neck Pocket Stripes Printed Hip Dress Women,lishanshan78wgv,-0.10996114597475593,8.79434585563869,False,False
7.0,26,5000,0,3.59,677,3.999819298879653,5534,33,0,0,2,Women Casual Short Sleeves Loose Pleat Tops Blouse Button T Shirt Plus Size S-5XL,luoweiclothe,-0.21212237275526158,1.662024452751011,False,False
16.0,111,1000,1,4.05,580,4.1934566145092464,20387,44,0,0,4,Summer Women Floral Print Cross Halter Wide Leg Jumpsuit,jayne208,-0.19823578100207068,3.648736047981597,False,False
11.0,24,1000,0,3.78,463,4.079643755898081,50864,41,0,0,2,Summer Fashion Women  Crepe Woven Tie Pants Summer Casual  High Waist Shorts,firstcrush,-0.20146690326359845,1.254253298676305,False,False
9.0,65,1000,0,4.09,520,4.064229831986662,38985,94,0,0,3,S-5XL Summer Women Casual Tops Off Shoulder Fashion Female T Shirt Plus Size Blouse,roserose,-0.20597406845357336,3.2741622795108434,False,False
5.0,28,5000,1,3.29,1530,3.696054114994363,4435,26,0,0,2,Women's Fashion Boho Long Dot Dress Long Dress High Silt Printed Beach Dress S-5XL_S,sellbestqualitygoods,-0.2147886457681345,1.8027335509954785,False,False
9.0,50,5000,0,3.6,985,3.99505640765623,7889,43,0,0,3,Sexy Women Fashion Loose Shorts Lace Up Elastic Waist Summer Beach Short Pants Shorts,sangery,-0.21565649013068028,2.004743766864917,False,False
1.76,2,100,0,4.63,35,4.455940500847298,10622,45,1,0,1,Vintage Women Hair Scrunchies Scarf Bowknot Solid Soft Cloth Ponytail Holder Summer Headbands Elastic Hair Ties Ropes for Girls,wenjd_415,-0.19641088008777458,1.9729139612987903,False,False
5.0,6,5000,0,4.07,824,4.048355604368784,32778,41,0,0,1,Summer Crop Top Women Tank Tops Halter Vest Casual Camisole Croped Shirt Women Tops,beautylook,-0.19855722074224713,2.4804504196326977,False,False
8.0,18,1000,1,4.15,158,3.740885355412335,42514,43,0,0,2,Summer Women Fashion Short Sleeve O-neck Feather Print Cotton T-shirt Casual Street Style Tops 4 Colors S-5XL,liifashion,-0.18530910122803512,2.0787080752121065,False,False
6.0,6,100,0,3.47,19,3.8675471698113206,10600,45,0,0,2,Women's Summer Fashion Floral Print Tie Front Mini Dress Sexy Dress,sangboostore,-0.2083948293609828,2.6418093233918536,False,False
6.0,33,10,0,2.33,3,3.9246774093968018,32394,41,0,0,2,Summer fashion female butterfly tank vest sleeveless round neck casual top,深圳服装贸易有限公司店铺,-0.104549919339749,10.488637069936111,False,False
6.0,10,1000,0,3.0,87,3.6767241379310343,232,20,0,0,2,XS-5XL Plus Size Short Sleeve Beach Dress Women Summer Print V Neck Dress Loose Casual Pullover Midi Dress,songliling,-0.18255637212902753,1.5451344314838251,False,False
2.67,67,10,0,5.0,0,3.692307692307693,13,27,0,0,1,Butterfly Print Cotton Face Mask Outdoor Sport Meet Isolation Mask Summer New Fashion Trendy Street Mask Casual Bandana for Women Health Care,hehaiyan,-0.057874123944716804,14.370822516098272,False,False
5.0,26,100,1,4.0,4,4.157547692152816,19867,41,0,0,2,S-5XL Women Fashion Camouflage Print Lace Patchwork Sport Yoga Shorts Fitness Panties Bottom Summer Athletic Lounge Short Pants,supardaily,-0.2081315919333629,3.151193495194874,False,False
11.0,11,1000,1,4.22,223,3.7661169415292353,667,35,1,0,3,New Summer Women's Fashion Double Layer Hipple Sleeveless Asymmetric Letter Casual Dress Irregular Hem Boho Dress Maxi Dress Size S-2XL,bumanke003,-0.16927729098062316,4.044047827678961,False,False
7.0,11,20000,0,3.98,6510,4.063965982351059,43742,41,0,0,2,6 Colors Fashion Women Sports Sets Solid Tops and Shorts Sleeveless Round Collar Sexy for Women Plus size  S-4XL,shelan,-0.10450407642322546,5.040734749439196,False,False
1.72,26,1000,1,4.33,18,4.007283321194465,1373,43,0,0,1,Summer New Women's Fashion Summer Sleeveless Smooth As Jennessee Whiskey Letter Printed Cotton Graphic Shirts Tank Tops,llpp,-0.16676034687203545,4.047011200202474,False,False
1.72,2,100,0,4.23,13,4.0032,1250,55,0,0,1,Female V-neck Hollow Out Casual Loose Blouse Plus Size Tops Summer Women's Fashion Short Sleeve T Shirt ,zhihuafashion,-0.2019731513651179,2.0777810767041722,False,False
8.0,47,10000,1,4.21,1631,4.321880650994575,1659,38,1,0,3,2018 Hot Selling Spring Summer Women Flared Causal Trousers Loose Pants Drawstring Elastic Waist Middle Waisted  Wide Leg Pants,thesmallsstore,-0.20525701074767155,4.431404050431265,False,False
5.8,9,1000,1,3.83,52,3.8099664251634566,28295,43,0,0,2,Women Fashion Tie Dye Printed Two Piece Sets Summer Off Shoulder T Shirts + Tie Dye Shirts 2 Piece Set Outfit Suits,yellowstore,-0.21345324774038782,1.0613117759334065,False,False
3.66,26,100,1,3.2,10,3.3382899628252787,269,140,0,0,1,Children Outdoor Soft Air Water Filled Bubble Ball Blow Up Balloon Toy Fun Party Game Summer Gift For Kids Inflatable Gift,zhenxuan,-0.21961304125840675,2.8326683470594354,False,False
3.83,4,5000,1,3.76,337,4.285597735765438,99283,42,0,0,1,Women Simple Plain Swim Leggings Capri Swim Bottom Plus Size S-4XL,dazzling_store,-0.185704113798129,3.089444313094568,False,False
13.0,84,10000,1,4.36,2592,4.301066655423922,23719,33,1,0,3,Plus Size Women Bandage Bikini Set Summer HOT Beach Bathing Suit Swimsuit Padded Halter Swimwear For Women,keeptopinternational,-0.17490556959746084,5.554775474942627,False,False
6.0,17,5000,1,3.85,817,4.079643755898081,50864,41,0,0,2,Girls Cotton Tee Tank Top Clothing Cold Shoulder Tops   Women Casual Cute Letter Print T-shirt Summer,firstcrush,-0.22362442330190407,2.0096287506580475,False,False
15.0,59,100,0,3.87,202,4.157836796477226,7267,30,0,0,4,Summer Mini Dresses for Women V Neck Beach Casual Striped Boho Sun Dress,simorly,-0.03408066285532774,62.009987771578004,False,True
1.71,2,50,1,4.67,3,3.7974481658692185,3762,31,0,0,1,New Fashion Women Loose Shorts Elastic Waist Summer Casual Short Pants,dududustore,-0.1395713841290595,6.420610289821576,False,False
12.0,43,10000,1,3.87,632,3.9729373517265616,45524,42,0,0,3,Summer Women's Fashion Elastic Waist 3/4 Jogging Capri Hose Strass Dance Paisley Drawstring Casual Sport Fitness Pants,qianshanlangweitradingcoltd,-0.2021633239530436,2.470725240202287,False,False
2.0,56,1000,1,3.73,41,3.909907021481244,3119,27,0,0,1,(S-7XL) Women Camisole Summer Printed Vest Floral Sleeveless Vest V-neck Shirt Plus Size,mclinstore,-0.18305823926382025,3.2903250740463044,False,False
5.0,5,100,1,3.4,25,3.918367346938776,98,35,0,0,2,5 Colors Fashion Womens Sleeveless Lace Bralette Women Crop Top Summer Floral Lace Bras Top Cropped Cami Tank Tops Plus Size,cloudya,-0.20468580999346242,2.8235479803121133,False,False
9.0,14,10000,0,4.14,644,3.849194360523666,3972,43,0,0,3,S-5XL New Fashion Women Tops Blouse Sleeveless Strappy Tank Tops Cross Back Tops Summer Causal Women Tops Plus Size,pumpkin262012,-0.12876149438761875,2.743760259297324,False,False
7.0,84,10000,0,3.93,2526,4.029235310922769,10501,41,0,0,2,2018 Summer New Women Fashion Sexy Sleeveless Tank Top Floral Print Casual Women Cotton T-shirts Plus Size Women Vest（S-5XL）,surperboutique,-0.17417622301490088,3.5921433533162306,False,False
8.0,54,50000,0,3.69,14568,3.8402569374385433,78307,78,0,0,3,Comfy Sleeveless Hooded Mini Dress,goddessbeauty,-0.018286147935709707,33.54129607480501,False,False
3.0,3,100,1,4.04,47,4.093588281729673,11401,29,0,0,1,Women Fashion Casual Thai Harem Trousers Summer Hippy High Waist Pants Loose Yoga Pants,常州泽然商贸有限公司,-0.19060815572422624,3.462658111894382,False,False
8.0,20,1000,0,3.12,341,3.9531687452277935,7858,138,0,0,2,S-5XL Plus Size Summer Vacation Women  V-neck Style  Mini Dress Sleeveless Pure Color Dress Beach Dress Casual Loose Dress,blessua,-0.18029376105644557,1.6135536708784155,False,False
6.0,21,5000,0,3.18,573,4.113869950137377,9827,34,0,0,2,Sexy Women's Summer Casual Sleeveless Evening Party Backless Beachwear Mini Dress,skate,-0.1525573296485193,3.036397545612553,False,False
9.0,21,100,0,3.51,47,4.113869950137377,9827,34,0,0,3,MXNINA  Sexy Women's Summer Casual Sleeveless Evening Party Backless Beachwear Mini Dress wmnC16122400387E21,skate,-0.1913632011272985,1.8473809289077772,False,False
11.0,49,100,0,3.73,26,4.143965517241379,1160,43,0,0,2,2019 Summer New Women's Fashion Tops Casual Cross Straps Shirt Solid Color Vest Casual Loose Tops,libopeng,-0.23732394600813617,1.2857061439105748,False,False
11.0,11,5000,1,4.16,1401,4.054470783197637,13879,37,0,0,2,Fashion Women Strapless Print Crop Tops Suits High Waisted Shorts Sexy Two Piece Set,chailing,-0.17266541575289945,4.816055540644534,False,False
7.0,7,1000,0,4.02,636,4.018157135584592,35358,41,0,0,2,Summer Women Jurassic Mom of Dino Tank Tops Casual Vest Don't Mess with MamaSaurus You'll Get Jurasskicked Funny Mom Shirt Sleeveless Blouse ,chuanpu,-0.14175360810304288,6.006286162706165,False,False
9.0,10,10,1,5.0,0,3.690721649484536,291,43,0,0,3,New Ladies Fashion Print Top Summer V-neck Sleeveless Top,pedeska,-0.06257513208484944,13.156880495095528,False,False
8.0,8,1000,0,4.06,121,4.024242424242424,3300,42,0,0,3,S-5XL New Arrival Women Fashion Blouse T Shirt Short Sleeve Boss Lady Print Round Neck Cotton T Shirt Summer Casual Women Tops T Shirts Plus Size,longlongchenchen,-0.21531514911320832,2.4779146837861976,False,False
6.0,17,5000,1,4.26,550,4.274865940148763,5781,48,1,0,2,Women Fashion Spaghetti Strap Jumpsuits Rompers Summer Casual Slim Fit Drawstring Waist One Piece Suits Sexy Sleeveless Bodycon Playsuit Outfits Set Ladies Short Rompers Bodysuits for Beachwear,jjqiiozoqv,-0.21123643591038632,2.919349935778876,False,False
13.0,93,100,0,4.09,127,4.235381805985168,26833,40,0,0,3,ZANZEA Casual Women Straps Sleeveless Cotton Dress Summer Oversized Mid-calf Dress,yourvogue,-0.08453336573839254,20.633093740116166,False,False
13.0,59,1000,0,4.14,870,4.038733886098166,16523,43,0,0,3,Vintage Ripped Hole Fringe Blue Denim Shorts Women Casual Pocket Jeans Shorts Summer Girl Hot Shorts,speedup,-0.1240386197910821,8.577698092363686,False,False
5.0,5,5000,1,3.88,883,4.120676596818985,11883,23,0,0,2,Women Plus Size Fashion Dress Summer Sleeveless Loose Floral Print Long Dress,yuanchentrade,-0.20326983290420925,3.4412529829728955,False,False
3.69,53,100,1,4.36,11,3.855595667870036,277,27,1,1,1,Summer Casual Pants Women's Five-point Pants Thin Section Outer Wear Middle Pants Large Size Women's Loose Women,xonyaly,-0.1776110698420037,4.279260327178578,False,False
3.85,69,1000,1,3.23,185,3.9601706970128014,703,25,0,0,1,Summer Women Bohemia Push-Up Padded Bra Beach Bikini Set Swimsuit Swimwear_C,cyb654,-0.18559614226475252,3.1722637928626174,False,False
2.0,2,1000,0,4.19,81,4.14695734747171,126370,35,1,0,1,Women Summer Fashion Tank Tops Sexy Sleeveless Crop Tops Casual Style Women Cotton Print Lace Stitching Irregular Blouse Tops（XS-5XL),hellohorse,-0.21515837913340025,2.5735604620219767,False,False
8.0,85,100,1,4.5,14,3.901734104046243,173,15,0,0,2,2020Newest [ 1200mAh Cordless ] Summer Mosquito Bug Zappers Battery Power Electric Fly Swatter Bug Zappers Racket Insects Killer Home Bug Zappers,kelecha1,-0.17852068487536182,4.269439749668862,False,False
7.0,7,10,0,3.36,11,3.810479375696767,4485,38,0,0,2,Women Fashion Sports Sets Solid Crop Tops and Shorts Sleeveless Round Collar Sexy for Ladies Fitness Suits Plus Size,mermaidpainting,-0.05568449328744163,18.545885809657612,False,False
11.0,24,1000,0,3.73,154,4.2134385692394885,47639,42,0,0,3,Summer Dress Sexy Women Casual Sleeveless Beach Short Dress Tassel Mini Lace Dress Plus Size,youthforever,-0.21585278853633427,0.8363599092602118,False,False
2.7,3,10000,1,4.13,1165,4.108849060138637,16013,33,0,0,1,NEW Summer Plus Size Tank Top for Women Spaghetti Strap  Flower Print Sleeveless Casual Top,wowbang,-0.18586592060212592,3.8116602617709674,False,False
5.83,8,5000,0,3.99,639,3.83793694273772,91631,40,0,0,2,Plus Size Summer Women Casual Sleeveless Rompers Jumpsuits Solid Color Suspender Ttrousers Loose Overalls,maryswill,-0.19218495421152815,2.05417506995963,False,False
11.0,14,20000,1,3.76,8029,4.137105855855856,17760,43,0,0,2,Summer Fashion Trousers Women Leggings Ripped Pants Slim Pants Army Green Tights Pants,xiaomi,-0.11359678911042315,3.8016867086880763,False,False
5.66,6,100,0,3.08,13,4.06901509705248,2782,35,0,0,2,Fabric Waist Trainer Vest Hot Shaper Summer Shaperwear Slimming Adjustable Sweat Belt Body Shaper,sklioppp,-0.17688590131716098,4.794859553098721,False,False
3.67,13,1000,0,4.09,197,4.136723163841808,11505,43,0,0,1,OH FOR FOX SAKE Print Summer Women Fashion Funny Sleeveless Tank Tops Casual Loose Workout Tops,sonick,-0.2353832420362909,1.2924715329559855,False,False
2.71,6,100,1,3.4,20,3.7974481658692185,3762,31,0,0,1,New Fashion Women Summer Bib Pants Shorts Casual Loose Sleeveless Rompers Jumpsuit Suspenders Overalls,dududustore,-0.22269994949619087,0.895151967852937,False,False
3.66,4,100,0,3.04,23,3.9531687452277935,7858,138,0,0,1,Summer Women's Fashion Lace Bra Crop Top Summer See Through Brassiere Deep V Neck Bralette Top S-3XL,blessua,-0.1799334334076893,3.835953627078927,False,False
6.0,6,100,0,3.4,5,3.625,112,14,0,0,2,Women's Summer Sleeveless Blouses Casual Sling Stitching Print Camisole Tank Tops Printed Shirts Large Size Loose Vest,mazhiyong0602wg,-0.1910262338381506,3.736353865808284,False,False
12.0,85,1000,0,3.58,137,3.855390406957876,15407,43,0,0,3,Womens Ladies Strapless Floral Print Sheering Boobtube Gathered Bandeau Top Mini Dress S-5XL,qslangweigarmentstradingcoltd,-0.23013834297334496,1.8215768168784514,False,False
13.0,56,100,1,3.55,20,3.774774774774775,111,38,0,0,3,Summer Women Sexy Dress Fashion Short Sleeve Slim Dress,zhangxiaoyunyun,-0.23416074057539676,1.3570421349149004,False,False
3.0,3,50,0,4.25,4,4.035714285714286,28,27,0,0,1,Summer Women  Casual Loose Sling Dress V-neck Backless Dress Sleeveless Pockets Solid Color Maxi Dress Plus Size,gaoying666300,-0.19546845824327141,3.948815815429314,False,False
11.0,11,1000,0,3.62,131,3.817149007414494,8362,41,0,0,2,NEW Fashion Women's Jumpsuit Summer Sleeveless Shorts Elegant Playsuit  Jumpsuit Solid Color Spaghetti Strap Buttoned Romper Plus Sizes,dadadabao,-0.21446321580878092,2.105450270965774,False,False
9.0,26,10000,1,3.78,2090,4.103759813878616,839882,40,0,0,3,Womens Sleeveless Strapless Tube Tops Bandeau Stretch Ribbed Layering Tank Tops,fashionshow,-0.2081119340732963,2.357021490527319,False,False
7.0,49,1000,0,3.99,194,4.31602172437203,2946,40,0,0,2,Summer Men Fashion Gyms Tight T-shirt Mens Fitness T-shirt Homme Gyms T Shirt Men Fitness Crossfit Summer Top,heqiongdianabe4691a1a7b11e6be88063a14dc88b5,-0.23400878542443176,1.9669521399956327,False,False
3.73,17,100,1,4.37,27,4.521865889212828,343,48,1,0,1,Stranger Things season 3 T Shirt Women Upside Down Tshirt Eleven Female Graphic grunge T-shirt femme tee Shirts funny clothing,unlimitedretaliation,-0.24058053341199753,0.9574078708619972,False,False
8.0,10,50,0,5.0,2,3.874015748031496,127,23,0,0,2,Short Sleeve Beach Dress Women Summer Print V Neck Dress Loose Casual Pullover Midi Dress,zhuangyuping1,-0.12414136409026333,8.548375633449957,False,False
3.81,25,100,1,3.32,25,3.9445350734094617,613,35,0,0,1,5 Colors Air Water Filled Bubble Ball Water-Filled Interactive Rubber Big Amazing Bubble Balls By Bubble World Water Filled Ball,yguo,-0.21725376777052197,2.3563377755089943,False,False
6.0,142,10000,1,3.78,1941,4.123419626730885,31559,41,0,0,2,Summer Men's Casual T Shirt Personality T-shirt Fitness Tshirts Sports O-neck Mens T Shirts Short Sleeve T Shirt (S-XXL),007fashion,-0.17648571251197653,4.103304305049971,False,False
12.0,86,1000,0,4.09,702,4.253287170683521,104269,37,0,0,3,ZANZEA BOHO Women Summer Boho Long Maxi Party Dress Beach Dresses Sundress,specialforyou_68,-0.173874961046873,5.2034230359866,False,False
6.0,6,100,1,5.0,2,4.035714285714286,28,27,0,0,2,Summer New Women Casual Sleeveless  Jumpsuits  Solid Color Suspender Ttrousers Loose Overalls Plus Size  ,gaoying666300,-0.13016557588295868,8.377838646825179,False,False
6.0,31,10000,0,4.09,2789,4.280441531562608,11596,45,0,0,2,Fahsion Women&#39;s V Neck Striped Camisole Crop Tops,tianjianyingfeng,-0.1692640470223279,3.357573377280829,False,False
3.9,5,1000,0,3.11,57,3.882722007722008,2072,91,0,0,1,New Women Fashion Summer Shorts Yoga Shorts Summer Beach Short Athletic Shorts Pants Sport Shorts Gym Workout Waistband Casual Shorts,grocerystory,-0.17685628864056613,2.5489037928598286,False,False
8.0,47,100,1,4.33,110,4.577519379844961,1032,43,1,0,2,2019 Summer Women Newest Transparent Sheer Thin Mesh Vintage Cupid Angel Printed Short Sleeve T Shirt High Collar Crop Top,shenzhendcrtechnologycoltd,-0.11515226375264653,14.08458590617719,False,False
6.0,6,50000,0,4.2,12880,4.227942713777964,38264,53,1,0,2,Sexy Womens Short Sleeve Party Evening Crew Neck Bodycon Summer Beach Mini Dress,frome,0.0307551349274362,34.13705831638083,True,False
6.0,6,5000,0,3.93,549,4.006692220293909,80093,43,0,0,2,Women's Fashiom Floral Print Capri Leggings Casual 3/4 Leggings Jeggings Pants,sjhdstoer,-0.19420968299334412,2.9818019848115256,False,False
8.0,10,50,1,5.0,0,4.146241563881778,21485,41,0,0,3,New Ladies Fashion Print Top Summer V-neck Sleeveless Top,深圳贸易服装店,-0.11104432650226281,8.787145815206697,False,False
4.68,25,1000,1,3.69,127,4.057810984748303,45372,43,0,0,1,Women's Fashion Tie Dye Fitness Vest Ladies halter bandage Tank Top Female Crop Top Sleeveless Waistcoat Summer Women Tops Sexy Sport Running Vests,langwei,-0.23457725234208548,1.8000979928201029,False,False
8.0,43,1000,0,4.0,180,3.933581376640354,139223,41,0,0,3,Woman 2019 New Fashion Sex Tank Tops Summer Casual Solid Color Silm Fit Girls Sleeveless Tops,leiston,-0.2298761547156235,1.8515418931858332,False,False
8.0,51,1000,1,3.61,256,4.141953441295547,19760,38,0,0,3,Women Fashion Casual High Slit Flowy Layered Palazzo Pants Loose Wide Leg Pants_M,potatomarket,-0.2243825053342094,1.8709654435011631,False,False
7.0,26,100,0,2.9,10,3.1875,32,33,0,0,2,Summer Women's Loose V-neck Sling Dress Sleeveless Dress Lace Dress Plus Size XS-5XL,yuanshangmao,-0.21567120103612097,2.3323501231493458,False,False
7.0,30,1000,1,3.28,179,4.382091743119266,13625,109,0,0,2,Summer Beach Fashion Plus Size Women's Loose Short Sleeve Long Blouses Plus Size Deep V-neck Party Dress Ladies Casual Solid Color Beach Wear Swimsuit Cover-up Short Linen Dress,naturalcolor,-0.1826711681771751,3.9253535852100985,False,False
9.0,65,1000,0,4.09,520,4.064229831986662,38985,94,0,0,3,S-5XL Summer Women Casual Tops Off Shoulder Fashion Female T Shirt Plus Size Blouse,roserose,-0.20597406845357336,3.2741622795108434,False,False
8.0,9,10000,0,3.35,1316,3.987921489682939,1987,36,0,0,2,Women Summer Double-layer Printed Sleeveless Round Neck Dress Casual Plus Size Loose Sundress(Size: S~5XL),cmqshop,-0.1396082454033319,2.762554405496612,False,False
12.0,58,1000,0,4.18,239,4.146568821896073,5042,52,0,0,3,Women's New Fahison Vintage Cross Bandage Sleeveless Deep V-Neck Long Slim Tops Bohemia T-shirt Skull Printed Vest Plus Size S-3XL,pwiuxuus,-0.23328472460893118,1.8458013235477884,False,False
5.0,5,1000,1,3.1,31,4.325214899713467,2792,27,0,0,2,Children Outdoor Soft Air Water Filled Bubble Ball Blow Up Balloon Toy Fun Party Game Summer Gift for Kids Inflatable Gift,amoyfashion,-0.12775956047159753,6.683797591652756,False,False
3.84,4,1000,0,3.18,55,4.31858407079646,791,36,0,0,1,Outside Stretch Super Amazing Rubber Tear-Resistant Inflatable Kid Play Outdoor Ball Balloon Bubble Ball,liangdongjie,-0.13781447474056346,5.438125276469228,False,False
12.0,31,1000,0,3.87,344,4.007824726134586,639,12,0,0,3,2018 T Shirts + Shorts Brand Clothing Tshirt Men Homme Letter Printed Basketball Running Sports Set T-shirt Suit Male,wuguipanwei2016,-0.22103302245568668,0.8122760224861842,False,False
5.79,9,100,1,3.96,53,3.7211538461538463,104,43,0,0,2,New Summer Women's Loose Denim Bib Pants Shorts Women Overalls Jeans Shorts Demin Shorts Women Jumpsuits Rompers,lostredfruit,-0.1761380411787033,2.814258102543977,False,False
7.0,66,10,1,5.0,0,4.0422306442880345,3694,41,0,0,2,Summer 2020 New Loose Floral Print Sleeveless Women's Dress XL Women's Dress (S-5XL),hangzhoulangweiclothescoltd,-0.11228670753769665,10.733264931818773,False,False
3.0,5,1000,1,4.05,327,4.07985182136242,72885,90,0,0,1,Summer Shorts Women Sports Shorts Gym Workout Waistband Skinny Short,blueberries,-0.2095941989681075,1.0688918600237778,False,False
13.0,22,1000,1,4.01,156,4.330745341614906,4508,30,0,0,3,Women Casual Shorts Pants Lace Up Summer Short Elastic Waistband Loose Panties Plus Size,chaojishanghu,-0.21874285737672444,0.8172218901309851,False,False
8.0,16,10000,0,4.04,1589,4.194270122783084,3665,43,0,0,2,Women Sexy Sleeveless Open Back Shirt Knotted Tank Top Blouse Sport Vest Tops Tshirt AST,jiawang,-0.18269497446934124,2.118360675105563,False,False
8.0,76,100,1,3.64,11,3.5142857142857142,70,25,0,0,2,Women Summer Casual Hippie Soul Letter Printed Long Dress Irregular Double Layers Sleeveless A-line Plus Size T Shirt Dresses,qiuyu66058,-0.21668807185630312,3.0430162022346847,False,False
4.9,8,1000,1,3.83,99,3.8996732762505633,17752,41,0,0,1,New Fashion Summer Women Casual Dress Round Neck Loose Big Swing Skirt Sleeveless Soild Color Beach dress,sarahouse,-0.21452372241934548,0.7675081616079829,False,False
8.0,38,1000,0,4.14,196,4.383107569721116,6275,39,0,0,3,Sexy Women Ladies One Shoulder Plus Size Swimsuit Swimwear Padded Monokini Bikini Bathing Beachwear,dmtianjinnetworktechnologycoltd01,-0.2385962129110995,1.6574362511256107,False,False
25.0,38,50,1,3.17,6,4.00997506234414,401,27,0,0,7,2020 Women's Sexy Deep V Neck Dress Backless Maxi Party Evening Dress Rainbow Summer Beach Dress,beaufullife2017,-0.18490045591980153,3.4034905388129078,False,False
2.0,2,100,1,2.57,7,4.024460097530769,12919,30,0,0,1,Women Summer Shorts Lace Up Elastic Waistband Loose Thin Casual Pants Plus Size S-8XL,shiyipanpan,-0.1344906398510784,9.438270253383852,False,False
11.0,42,100,0,4.24,55,4.365789903610521,6121,105,0,0,2,2019 Fashion Family matching swimwear beachwear mommy and me swimsuit mother daughter father son clothes dresses high waist bikini look mum,冰河小店,-0.20407786434602582,2.220438835547394,False,False
12.0,102,1000,1,4.22,206,4.211623246492986,2495,37,1,0,3,ZANZEA Women Round Neck Short Sleeves Solid Color Loose Mid-calf Summer Dress,freefly11,-0.23142260492984779,2.5330329925768806,False,False
9.0,59,10000,0,3.77,1721,4.1921745152354575,2888,47,0,0,3,Women Push-up Padded Bra Bandage Bikini Set Swimsuit,manystone91,-0.1788367823202932,2.943233758028933,False,False
7.0,17,10,0,5.0,2,3.608695652173913,46,21,0,0,2,2020 Summer Men's Classic Shorts Multi-pocket Casual Pants Summer Loose Overalls Cargo Pants,10daysdelivery,-0.08209251895440128,10.807362480562272,False,False
8.0,25,100,1,4.0,55,4.106866757617099,2199,43,0,0,2,Plus Size S-5XL Women Vintage Sleeveless Hanging Neck Tank Tops Casual Style Women Chiffon Print Crop Top Bras,zhishukuaile,-0.200098006824746,2.166979184867452,False,False
14.0,27,5000,0,3.52,1442,3.95999491998984,7874,43,0,0,4,Summer Fashion Women Spaghetti Strap Maxi Dress Oversize Casual Loose Solid Color Cami Slip Long Dresses Ladies Sleveless Evening Party Holiday Beach Dresses Plus Size S-5XL,yangyanlinbh202,-0.18724722695255358,0.9523214436430476,False,False
4.83,51,50,1,2.0,1,3.824561403508772,57,39,0,0,1,S-5XL New Fashion Women Tops Blouse Sleeveless V-neck Solid Color Tank Top Women Summer Shirt Tops Plus Size Causal Loose,saulstore,-0.06367380674270862,14.965546227291224,False,False
6.0,7,100,1,4.0,2,4.051049060135715,102568,44,0,0,2,Fashion Women Retro Vertical Striped Mini Button Camisole Dress,groceryinternational,-0.17675592021862802,3.5622995747736423,False,False
